user_address,amount_eth,presale_alloc_in_rooms
0x28D1634502292A75C768628d5718b3922c4D589e,30000000000000000,30766252753739862400000
0xc3186891D4c45DaDeaA545419c9EdcDaF5BB402c,560000000000000000,574303384736477430400000
0xCa4C63cA6C9b9A45b8b296733151fa034144c182,200000000000000000,205108351691599082400000
0x1968C3c0AAa828D943c1465D20dF586c06448342,40000000000000000,41021670338319816800000
0x13468CBfBA2c1F50A5643862De62580Eeb765916,25000000000000000,25638543961449885600000
0x21BAcBEfaE26ce58118c8a6061adf170c33D5cDA,20200000000000000,20715943520851507200000
0xb58fA27E3DE0388042500596a5B52713C9CCcDCC,400000000000000000,410216703383198164800000
0x448BB72678821577919ffdFfCdfcD2bf3aF5526C,33100000000000000,33945432204959648000000
0x9BD215C2530dF574657510B2F991d5C326df7C50,20000000000000000,20510835169159908000000
0x2ed7Cc0236BA832D7DFB190E9bcED27de1A034f2,110000000000000000,112809593430379495200000
0x17cbD516166720b8c75fE75235Ed0218d9CFDFbe,20000000000000000,20510835169159908000000
0xCb65EB6E9c48d110C02f89D3c9A13255F5F865A6,100000000000000000,102554175845799540800000
0xa496A61B864493d096A0aE5f531C2cD8D7687cE7,50000000000000000,51277087922899770400000
0xF3D4c29103Be4DC00d5121B736cfeB628bF64939,64200000000000000,65839780893003305600000
0x9dA6B5aD2fc347D4bf0a6E21bc69B7F5987A9153,22000000000000000,22561918686075899200000
0x25e2A352478B83dC0DE5d74beC53A8f13d4062B6,250000000000000000,256385439614498852800000
0x76515aCB5B7F4cFA9B9ccd85B64677BeCEd3c4d7,72000000000000000,73839006608975669600000
0x2d29Ff91B58FCB3Fd1e5F3E6d050E3C671AAb1d4,20000000000000000,20510835169159908000000
0x8FF96BfAdE7Eca2cB1FCf6470b9204ecC64f683a,30000000000000000,30766252753739862400000
0xBE3eB1012A0122e52A23dc455C79F19FafDf7be9,60000000000000000,61532505507479724800000
0x3A5Dc57bAa3BCcF10E2bc2BD1B700Bd625B9822e,80000000000000000,82043340676639632800000
0x1Bc7F242FB25F695855A42Bc02eA9325E068bF80,25000000000000000,25638543961449885600000
0xF21277Aa4e4197591A3762c974a7df5C1291EDFd,430000000000000000,440982956136938027200000
0xd5B54e64991b6Bd2E805023e881b2526422b9239,150000000000000000,153831263768699312000000
0xBbe4C705bdA4e355822b067665DD0c7e83458595,150000000000000000,153831263768699312000000
0x2a138E24CF857F189826600463c05d0cAc5aeeDE,2000000000000000000,2051083516915990824000000
0xC81082690EDC8CDE6D83a7549aa6a74534305372,400000000000000000,410216703383198164800000
0xE74548f4A19d1Dbd374F5f2cBA8a4eF65E2921f2,20000000000000000,20510835169159908000000
0xAff97Cbe9d94703317138dB5A07763024D72ab4A,100000000000000000,102554175845799540800000
0x8E870f67dDCBD29B5eddcA17B98868e58ee8d8Db,90000000000000000,92298758261219587200000
0xD8c233b8aF7e608Fac6A05562F61D644DC81b4C6,20000000000000000,20510835169159908000000
0x8d8bEa3962Ee60B35c138E62e656126BAb9C8128,20000000000000000,20510835169159908000000
0x2c4bb0Db39AbD00a319522c37a8ef009D8c09DF3,60000000000000000,61532505507479724800000
0xD6Dab4691EE54FD06b3E834c90b78ff5cb633ee8,130000000000000000,133320428599539403200000
0xe79aA41B576cdfD47901269b783016ccacbce93c,100000000000000000,102554175845799540800000
0xCEE9F65F521588e6Cd76ffEa126B39dcB3c187E3,20000000000000000,20510835169159908000000
0x13D267bD6162eEc7Ae4a7720f5f8d4de3A3543C3,200000000000000000,205108351691599082400000
0x943F92a8C1F797AE312e98173a9c6dE16D930Cc3,20000000000000000,20510835169159908000000
0xe1b4ABC0Dac4Ca961e7ea2BA4Ed96710404ED848,20000000000000000,20510835169159908000000
0x0B484d0023daD84e2C0e6f4C966f0763A6d4Cc14,1000000000000000000,1025541758457995412000000
0xB3623D62FF30fadB5B2e127C07cab0D1b0808276,40000000000000000,41021670338319816800000
0x7818f679Db20dA3BEc69241D0F8b416317e94936,98000000000000000,100503092328883550400000
0x072efC4B7A503D7Cc78e68B9c5d2c5E75FE14E47,200000000000000000,205108351691599082400000
