user_address,amount_eth,presale_alloc_in_rooms
0x17e566d94b9E9471eaAA1fd48fEd92666Fe0e6c0,50000000000000000,51277087922899770400000
0x255251044491724783dC6186BE5C82fc88e6Db2b,64000000000000000,65634672541311706400000
0x22A2fD74ca4F2f228DD28981f297cb12E560020c,100000000000000000,102554175845799540800000
0x3d86bB7b390A8ab9301e2F3b148a47aDCFD5582b,20760000000000000,21290246905587984800000
0x1284D9B8A9f5b44E9F22b15a8e3bC3dAf82Cc6f4,20000000000000000,20510835169159908000000
0x794cCC12391eF3138aa5E1639C020AaD24e79876,22000000000000000,22561918686075899200000
0xb3f2A0ed057f2310cFAb859ca85b18095cc695D3,20000000000000000,20510835169159908000000
0xD63b6969a8814fbf6EeD9bC0c306aeA4814b2f69,20000000000000000,20510835169159908000000
0xbaA9cF171f663e3DD059Eaa9Aa4C182F7E09Ee20,43000000000000000,44098295613693802400000
0xa01FE2e40cA78FFCC7663aF79f1754D33Ed28afF,20000000000000000,20510835169159908000000
0x955B53530FbB3F003B4D8535BF07Ed4bB9716811,20000000000000000,20510835169159908000000
0x9993a2BCFf8c14721C930D84261E645Bc33B13d9,20000000000000000,20510835169159908000000
0x5b8D247CB664F07C81acBaEBf647c41c75ca4703,27000000000000000,27689627478365876000000
0xC9d9c4cBaaa76b32ef905f538Ac9644D80da3ecf,42500000000000000,43585524734464804800000
0xE615A555162A0D73015B0E0D1804c167B2c4E136,100000000000000000,102554175845799540800000
0x9313cbd00642C95822C45FA01Fbb4De8A95a676f,45500000000000000,46662150009838791200000
0xA9BE0D30Fb0823E1aBC6c5D002d9d11dC94a0C74,25000000000000000,25638543961449885600000
0x98064F5Dd5814368b3d12A59DF7a5852de91e8a1,79130000000000000,81151119346781176800000
0x73702aEFc3e96a07311640dE6edfBA586aa17817,2000000000000000000,2051083516915990824000000
0x8c5f240804dB5a696364618167c39F3490f9a060,5000000000000000000,5127708792289977060000000
0x59fCC241D34E3d3f6C60953f1eC44Ff9194C51D2,28000000000000000,28715169236823871200000
0x8661eE79c9eC060BD263F41420fF1B4A36bB3cE8,20000000000000000,20510835169159908000000
0xE36Cc5b35feC7553b3F48Ee91DD7131287519ee5,21000000000000000,21536376927617904000000
0x98047514b27B2AaA9E60410F4dd0BF6773C09E72,20000000000000000,20510835169159908000000
0xB16a1d0da6c5a14759f96B088b947E82a8dC318D,800000000000000000,820433406766396329600000
0xa0F8Da9eE5227E2Fc4467322D29b634659d75cF0,200000000000000000,205108351691599082400000
0x475B5F623C1fe507a368dB72083e59C8db3CB280,120000000000000000,123065011014959449600000
0x20901eb33Ac5556F1023727E6Ea3bc39e387cea7,20000000000000000,20510835169159908000000
0x8d834919956aF4f696F729bdCAba61c9F16529F5,60000000000000000,61532505507479724800000
0x60C5418551f138d5de627eA8Df170cDedE0bC122,200000000000000000,205108351691599082400000
0xd3dBf1aE7463FC8acB65AF3cAcF14Ff569bcF677,27000000000000000,27689627478365876000000
0x11B928F86E79048c93EDD2C48e24986d7d36f655,30000000000000000,30766252753739862400000
0xa7F0557C01899c689Ae32f19a15316204A1A7803,21000000000000000,21536376927617904000000
0x2CB12eFaDc5d25E5bB032069E5b4396228c6b5C7,20000000000000000,20510835169159908000000
0x67592C823Bcd2FefC6987766584e17aAb6D582C0,20000000000000000,20510835169159908000000
0xbbaD9055bC114113A6233e2fE7d8D23Fb4C20a4c,21000000000000000,21536376927617904000000
0x0040DAAC32D83c78546ae36dA42A496B28ab09E1,23000000000000000,23587460444533894400000
0xb3D955A82Ac644b4559fDbbf70AC3AaD4c496D89,33730000000000000,34591523512788185600000
0x4665C821c072E616D807637a58580a7a61e8ae91,29000000000000000,29740710995281867200000
0xc0004afEa61b76918BB822D1266FAA01b0490d32,32000000000000000,32817336270655852800000
0x4228f81583da3595522BbC333Fa0986538C873E7,450000000000000000,461493791306097935200000
0xc8C35081611825EaF6F373b44C777C31793B7336,50000000000000000,51277087922899770400000
0x5F71c75fc0AF4423AfbF3ED244DB6dc9FE6E664B,30000000000000000,30766252753739862400000
0x6a7593AdD42074ADF99491E9375363dB6CA33630,40000000000000000,41021670338319816800000
0xbB85A639e74Ad455664d7Aa02F6312Eb8f6AF5D0,37000000000000000,37945045062945830400000
0x55C4df62ec812D3462C20360aE0C69C6be818a53,20000000000000000,20510835169159908000000
0x365baA29cB10f7f6Ee0e645e0307954dc989C1db,250000000000000000,256385439614498852800000
0x2138dA688C9dE36875d57083BE16066784Ef3E1B,80000000000000000,82043340676639632800000
0xB4269fF7C2Fae58c23a87b7ac472fC721445A199,22230000000000000,22797793290521238400000
0x5b49DDb23f779e6340a8579271F61FA7C0123456,250000000000000000,256385439614498852800000
0x4445d62e3Ba75ff8A97bfC2a7499e650C67Da04f,1000000000000000000,1025541758457995412000000
0x4b0Eec0686bE814e3ec93C43C6f0060927455829,250000000000000000,256385439614498852800000
0xB36A1889F0130E84A989A1752a26baaa426F01d1,350000000000000000,358939615460298394400000
0x00E2f2192A9fAcD203eBdfB841813F0911F4E069,97000000000000000,99477550570425555200000
0x126730B299e8dA0Cba18aC0067dfc7249B65C97A,200000000000000000,205108351691599082400000
0xBe29F889290a452BF1254Fd51CD4E231363C7F72,20000000000000000,20510835169159908000000
0x6e1A61d1EbfED848Dd916939Cf637193BCD8236a,20000000000000000,20510835169159908000000
0xa3741eF42E309Cb7Df3a1E76223898F6877202ec,1000000000000000000,1025541758457995412000000
0xEe22b07f0393cc1BBB80f328daecD6bba6615388,20000000000000000,20510835169159908000000
0x59D59bED94B5a39093b2E99633A55B75954ABb94,126000000000000000,129218261565707421600000
0xe73697860C0946bC73CA331eADB205D628663152,40000000000000000,41021670338319816800000
0xDea8FE316a3a239aEf7aeE13F734bCD72C8572d0,28000000000000000,28715169236823871200000
0xD49c025Cb1bCD09efFB6b0ffEd72A550Bc6Cf90a,41000000000000000,42047212096777812000000
0x1DF20EEB1a44302d301d734e3C12AD9b7C1c74aE,20000000000000000,20510835169159908000000
0x9254faD610D5AF7c2AF34532f41DD8c0f9C6871A,20000000000000000,20510835169159908000000
0xb4CAE3185A8f48bF9682b511d625708dceE80585,100000000000000000,102554175845799540800000
0xaE2EBC053481A4516F37c9aAD9225Bcfee4bE8A9,20000000000000000,20510835169159908000000
0x5bE1267243801f1e14B2628bF7598EB57Fd2df42,20100000000000000,20613389345005708000000
0x4c2F2CDD0B56641F6040d18d48164C31c060709c,50000000000000000,51277087922899770400000
0x0A15efe0bAca039eD647fAF54547Ea2719dB1ED0,39900000000000000,40919116162474016800000
0x532092CD2dFA460957A332b1a2F6aE9f3DF2C142,45000000000000000,46149379130609793600000
0xd0D18801e55c24793d062989661EF219B8821e25,100000000000000000,102554175845799540800000
0x2734150e229E3057edCB435bF879ECE7eD91EFf2,90000000000000000,92298758261219587200000
0x4159C990f6B05Ae007A6f3b70a9835F17aB469cd,20900000000000000,21433822751772104000000
0xE989D2152c0854051D5d81183491f008A45F8C2A,40000000000000000,41021670338319816800000
0x3E0C28E0C7a63966cd050f1C0d87c978eed73f84,26000000000000000,26664085719907880800000
0x436f9667504C062DF249380dC3E9996c73405A16,60000000000000000,61532505507479724800000
0x041DADCDeb171bD7272B962a78c9560938176665,22000000000000000,22561918686075899200000
0x56B11cfcC0eD7c3874da963378C8Ce997Eb17123,120000000000000000,123065011014959449600000
0x69C7f141E75427F1090427e0b20902523f97Ec24,60000000000000000,61532505507479724800000
0xEfB8a81a490Ce21b0E054C975ef519bce3E1Aaa2,20000000000000000,20510835169159908000000
0xe0290F11a134e3A0B247d555Ae67f1F4F752Ce09,20000000000000000,20510835169159908000000
0x74705b15dF2c0C70D2FD01F5B9A1f4D3903414F3,20000000000000000,20510835169159908000000
0x5005F694c40D30616ee0e1a8a51cd6Dd1c9EE7b3,100000000000000000,102554175845799540800000
0x89a3eeDD7D92DBe48946f0eb6DcE759a64840471,200000000000000000,205108351691599082400000
0xd39830af016f33FE25a8002B5947b02B10dD3Ce3,21000000000000000,21536376927617904000000
0x614F2265b9132DB4De22B36af805e16890C94515,70000000000000000,71787923092059679200000
0xebE7E229783dC3fadfa4dD8b2e3C42e5E9180337,25000000000000000,25638543961449885600000
0x5B0aaCAD28E8BD29778e27BA8C0a05C0161Ef1A5,20000000000000000,20510835169159908000000
0xeb5B859bd224b2fA7D7543EA313bD097ead42E1c,20000000000000000,20510835169159908000000
0x70bdE14a67f6cCaCe6d27F07b58c96c6c6Bf9dC3,30000000000000000,30766252753739862400000
0xa69f4Bb76e476f59AD3e34bb3ca64DBfc854250A,20000000000000000,20510835169159908000000
0xB67CBf74e9738da3618eFdF76c3702c01CEd681a,42000000000000000,43072753855235807200000
0x036bbEC9867340268A73a3A9e35DDbaFeFA72DDF,1000000000000000000,1025541758457995412000000
0xEB41E9908C4FC1D3Cee0ECc6266f89E3E9E04b29,40000000000000000,41021670338319816800000
0x3890B27e9FB0b76708108B8A4932cB8a1997ECe0,20000000000000000,20510835169159908000000
0xEAcA20b16785eAe290343aB3cFa02Fd546AcacF1,60000000000000000,61532505507479724800000
0x8Bf394245FB419E2e56843643441aab693b51Fe6,215100000000000000,220594032244314812800000
0xF709aFfdD2195b17053Af5f6590cF1371F915295,1000000000000000000,1025541758457995412000000
0xb2CC4455E70B5cDAf26c08560F3E1C4ABd4236cE,136000000000000000,139473679150287376000000
0xE4C2827B58E096754d3762d9a2C81fb81BCb751A,21000000000000000,21536376927617904000000
0x3aB15e75203dFce15c450a6CC1B205A33D40e7eA,20000000000000000,20510835169159908000000
0xF25a3f868aC8ffb7DC9d10efa7384F7bC8b8c1d2,95000000000000000,97426467053509564000000
0x4296f293528eDD013F8ae8b3fc5448524e898010,100000000000000000,102554175845799540800000
0xB29A395B9096E3AdeD1AF09BA47F74fEe58bAe1C,800000000000000000,820433406766396329600000
0x9eA218F715AAA6BCf466EA593e9d1252CF0B41bA,25000000000000000,25638543961449885600000
0xbc6CBC95D86A6a9537375640FBC0cF0DB8024268,125000000000000000,128192719807249426400000
0xcb879B9366B2D2269f39D719e422aD452EA3757c,100000000000000000,102554175845799540800000
0xa25745aDA04468A397B485690568AE0C4c201f6D,20000000000000000,20510835169159908000000
0xFFeb8e8FC0A4875F3c9Cb81a8974d72624311137,40000000000000000,41021670338319816800000
0x27b0B4033b6BdCdf12c8d4B86969E3AEe53Ca107,200000000000000000,205108351691599082400000
0x281AC7b2a8dD09008F2a24DEBB464aeaA07230Bc,23000000000000000,23587460444533894400000
0x8DF4885d6f5889B7975A4d340A2daf36D4a7B12E,20000000000000000,20510835169159908000000
0x06dd1A8272A7Ee66dc0e4F3b64ca337B5189b286,20000000000000000,20510835169159908000000
0xa2d2cb211Ec307322C91f10D8B6B5827870089a5,30000000000000000,30766252753739862400000
0x2580CE8d4901E4c761d8c595a35e769d75825748,50000000000000000,51277087922899770400000
0x27bDAe90268B7b5666225a5c24E47925e05951D7,140000000000000000,143575846184119357600000
0xa09df88bF7e81653267F6F1c579D7947c2A0A514,20000000000000000,20510835169159908000000
0xaf469C4a0914938e6149CF621c54FB4b1EC0c202,70000000000000000,71787923092059679200000
0xB2bAA9808AC48d7f8ff0d7fe7C7075CB0e7A2db0,49500000000000000,50764317043670772800000
0xC31f8961373b125C80D6c4E55a423AA866BdB362,24000000000000000,24613002202991889600000
0xB8A3E49f479cF6C1375ae5d6C5D315C33273AD4B,50000000000000000,51277087922899770400000
0x3De3C45624C39c29a94f2D10E60863c500bFEe62,30000000000000000,30766252753739862400000
0x74aCC173f943abe0c54Cc6AcDBb1307715a796aB,100000000000000000,102554175845799540800000
0x97869Dde5c32c2b26A7CC1adbb3FCB864762C9e6,20000000000000000,20510835169159908000000
0x2aB6daD743B0d2980668257D421643Ca128be75d,40000000000000000,41021670338319816800000
0x291ba595327D3D85881ef5e441eE6111395E93ae,20750000000000000,21279991488003404800000
0xAc9ddba1679B10A14AD8288fb731340Bfd860877,100000000000000000,102554175845799540800000
0x070Ce3376D34Fe075Ac22a265928963135aA6007,20000000000000000,20510835169159908000000
0x619EEcd30bE9C263bA30942e236753A1a41b98DA,20000000000000000,20510835169159908000000
0x302B6C3897509a5B47095F4e2839e8e79405B9AF,4000000000000000000,4102167033831981648000000
0x8e5e01DCa1706F9Df683c53a6Fc9D4bb8D237153,250000000000000000,256385439614498852800000
0x95EaF995F5e095586214b1f5c0E3C3a2508d866d,52000000000000000,53328171439815761600000
0x1D5FaAe928712C3db5543Dc887c996e06e54cc0b,150000000000000000,153831263768699312000000
0x6BcfddC18dbE500BF25C43b2312bd5F9fc8a5E9A,150000000000000000,153831263768699312000000
0xa17c491973b028E20cCf3F2Dd0E7918409656A45,150000000000000000,153831263768699312000000
0xDBa268cA676e8F5489584c62339FB0eA7384dC5c,150000000000000000,153831263768699312000000
0xa736CE9211a4917f65125E6Bce23090dE4781003,150000000000000000,153831263768699312000000
0xcE1D302F18983a69Ea8309a974B18c0DC151e95F,25000000000000000,25638543961449885600000
0x3998F134d6aaa2b6a5f723806D00fD2bBBBCE891,5000000000000000000,5127708792289977060000000
0xcb2DcC2A7E2F7d76643DEA486C63BeAEe81aCFa1,20000000000000000,20510835169159908000000
0x6a62079Ec05cDbBA619B2dDe9a0e009bcE78e027,30000000000000000,30766252753739862400000
0xcF71dA83FF1D4F68E12C8a0210Cc098237f93786,450000000000000000,461493791306097935200000
0xeb8840e8C29b5d6E48E18CdEB1D0B1837a5C8B56,40000000000000000,41021670338319816800000
0xe09fa91A20c8142d468d56c351d1789876e46575,400000000000000000,410216703383198164800000
0xc6cB96CC1727eC701E5483C565195B01E3C1da2b,1000000000000000000,1025541758457995412000000
0x69a6076536f7E88Bc2D36A08808D8885c8130887,25000000000000000,25638543961449885600000
0xEceb3ddA403e297F0f888D67b637C06448cA4848,400000000000000000,410216703383198164800000
0x66Ca45e79746984385d185dCC000FAE482123072,20000000000000000,20510835169159908000000
0x1dAE455166831fB2c3831bD4dfE2a7B406AB0c3f,25000000000000000,25638543961449885600000
0x0Ff86abEDEE0EDad5F1bf65d735d48947a53dF52,47000000000000000,48200462647525784000000
0x6E3b7C64ed94557a39EA808470acbB4f875AfEAE,300000000000000000,307662527537398623200000
0xE06F59Caf11A24b3e31CFeB710f97F1913869B9e,20000000000000000,20510835169159908000000
0x8eC48e4F1b860d17513531cf43E7c6F85738E979,500000000000000000,512770879228997705600000
0xdc0F3C7Bc67f927C2FdEEe2637F96524b5bdDF1f,401000000000000000,411242245141656160000000
0xF7c7C356Ec3BbDD7aE794d13fA011c8574F06d51,20000000000000000,20510835169159908000000
0x596f9d33D8cfB123bbD01f619d11a3498eC20201,300000000000000000,307662527537398623200000
0x07130897F0D92e09319Fc893D57d0cB2C5A7B62a,50000000000000000,51277087922899770400000
0xaed348ee46a676b8D5Bf88d3Ee32072117C0D8A7,50000000000000000,51277087922899770400000
0x1A4C2805A52Add1611bAc4f96ea07e1a9c56E293,23000000000000000,23587460444533894400000
0xe7d1bc0abd58bb76cdB186a7079E37F0E54ceE1D,44000000000000000,45123837372151798400000
0x918dCF1976Dd2Cf5EEf559d9F70792d4779847B3,119940000000000000,123003478509451969600000
0xAF2d17b5d1D17f74E950eF6e0dbC2067eAbEFa3C,20000000000000000,20510835169159908000000
0xb110fD66cB6D54dC0aE2b4C39aD8b8B2f6eCE387,31540000000000000,32345587061765175200000
0xB5C19aAdC5F80Fa8A42258D895ea124Cc41F17ED,1000000000000000000,1025541758457995412000000
0x6Cd1e20056039C854183d20bBe7ab5D1Ba91C476,45000000000000000,46149379130609793600000
0x00cC39CaDBF082992865a87CCAeF0E092C3Ab433,2489000000000000000,2552573436801950580800000
0x860b3630a3534f707D1DC7b98757BBEC8446d736,20000000000000000,20510835169159908000000
0x7Af99dC6c558FD037d03FD4fd0380f6C9beD8262,4200000000000000000,4307275385523580730400000
0x162AF4FD4D2F2d3a721AeeE22e3Cbb640F23735a,250000000000000000,256385439614498852800000
0x44658349331cB9F613B2C20bA0660e33b556942d,40000000000000000,41021670338319816800000
0x6e575e3eAD69698aBcde7BCb76976bCEfE2e0b36,3690000000000000000,3784249088710003070400000
0x4Fd0fF2C49671D4fE1927371cf833E8b3B7f44eA,100000000000000000,102554175845799540800000
0x83E03bfDccE423f9549205F2162381BE80b06A71,100000000000000000,102554175845799540800000
0xCd56e89B2b176BBebBB0718bB347EA2563D2067E,550000000000000000,564047967151897476800000
0x3E91ea006F8B2394A6Db8aB0225309ad6e7Ed9CB,800000000000000000,820433406766396329600000
0x53E04B804ca3213913C79770112F44a01C82A6bC,21000000000000000,21536376927617904000000
0x11041676C7fD86E98904470263667F9ac60dAA03,44000000000000000,45123837372151798400000
0x844402085d052061fac0EE77cF640fEb043aF4a6,50000000000000000,51277087922899770400000
0x18f90439D63590bdfaF418A6E2A5Fa77b5a02824,26000000000000000,26664085719907880800000
0x85305B412b588c764FABc36a55504b5576f83e97,530000000000000000,543537131982737568000000
0x9dF9261dC9016047d10787841DCd6185DF77d449,20000000000000000,20510835169159908000000
0xB3f7a089b281a2a0a055195F1699Be0A2Bb7aAA2,20000000000000000,20510835169159908000000
0x56868358E889B31A24f2fd34503dF6fe8727CAF1,480000000000000000,492260044059837797600000
0x74715e12d34706Dc93DF96D2D8e813fb06Af146A,25000000000000000,25638543961449885600000
0x4698D3F8Da6b0a6f2D9042056b317018c6b2bA01,20100000000000000,20613389345005708000000
0x2f225F8A538e7fD613e8ba79DCDdC7D1422AEd1C,40000000000000000,41021670338319816800000
0x8D045e12f52A6f03f413C004f9Dc78D5939e3ffA,200000000000000000,205108351691599082400000
0x93617ecDb8d261772b80da423B22b121b32BBE6b,1210000000000000000,1240905527734174448800000
0xa9811f9f6B8bCA7f9F91f850A98310e63FBB7326,21200000000000000,21741485279309502400000
0x9EF782Bd29B1c6583E9278a5B9B9cF8bb9EF9dc3,20000000000000000,20510835169159908000000
0x10daad71f0bF298a78848b8F7bE3d6F06BD20686,250000000000000000,256385439614498852800000
0x83a54Eb6ecD18E68DeB0Df994E7C1D7318B5DDD0,20000000000000000,20510835169159908000000
0x9ba7f976e2e04D73A967346a96B18Ab3bED81427,100000000000000000,102554175845799540800000
0xb09209db8a7E4077d10A8Aea927CcF65242CFd9c,20000000000000000,20510835169159908000000
0xd0B8809579D83Be1de9B655677B5278240688BA4,22670000000000000,23249031664242756000000
0xD55c42A4bEA00E19B02378EBA330d487dC44DE37,200000000000000000,205108351691599082400000
0x961088b76a515D437D9e3e1fc9D24Bd295FF3b67,20000000000000000,20510835169159908000000
0x0b8e2d1409a9543e96387aEad6c7fE770Ce98a27,35000000000000000,35893961546029839200000
0x28d604a4205549Ea2510d03f2aDDc673DEd2187f,200000000000000000,205108351691599082400000
0xaCbC9bF12851FC342eDc84647580a18B469F90D3,150000000000000000,153831263768699312000000
0xcA1CE636484216Dc991AE1aB0B0b8f7cc6724A9a,990000000000000000,1015286340873415457600000
