Address,ETH Mainnet Balance,ETH Base Mainnet Balance,VIRTUAL Balance
0xc1c10c750c29ea94287ec2669eaa9d7591a79c47,0.0,0.0,61.209285
0x95c12917332439bc620fe119d1376d14388a5ff7,0.016152148907328674,0.018486520455240134,5457.4513891399571892
0x108b7c2cb2c9b852dd086c1435f1dc361ba25180,0.021538529591848211,0.052499345312901055,186.321264729190428472
0x37ea0a903af05d630097540e0bdaddde0fbe3d80,0.00245075940599778,0.004083256598696759,143.34
0x713934e6b9f76ed39e8b8362b22589322f81775d,0.003056481857081275,0.004119845075470205,0.000000000000000001
0x6627f796f092b84b406981c1e4ce81f9a4fb43a5,0.00046961547601135,0.004024894884618583,0.0
0x4a5f893fa7a4797df18c7596f21f7cd708282021,0.000822402739121259,0.00208788321091092,73.540000100708301935
0xa2b1237accece93aa560fe9c213a8ffd184cc16b,0.001463045249847038,0.00413733601275746,1.619582351586294673
0xc0ba9c69c9e28007b7d5e899cb09495d59ef9696,0.000028527485093188,0.000081723183806121,0.200000971333787171
0xf6af5353d22e7692ff23c39f4829ec692c5cc40b,0.002395861735402027,0.00227415727944658,1.100893412579446206
0x3b2ff08b1e2dfa50267ccd34f1d846ef0482b5bc,0.237470601885043769,0.032335497679668526,297.366813630667067621
0xf8854af858d2708804ab7a57e001d1e2df93e571,0.025802308904643315,0.005986653355671825,66.041869017761467224
0xa677e038c2d65ee5c1dd0bd1b39a43eb0bc91011,0.001463371883024277,0.000771368803298203,4.754695351720354435
0x9a9dfd9f78c02f6e37decf377a6206493a8161f1,0.005846643755082687,0.002558738739564442,0.200000857229284251
0x7fb207fee49e3055f98987064aa302c24f7ee760,0.016916971388684705,0.001614224577829607,1.960000599593581975
0xee206e05d50783b2d5c553a56917e990a6bb6750,0.004660983174944376,0.005543055513462156,11.427323832927466286
0x5d690b81ca7efbe1ef7fafc8a9f31bbf05c62808,0.000199712747742097,0.000209388464690519,0.0
0x75a35ab61e13cf991b880f20e275b0b486daf19a,0.044196423070914428,0.011465569942163707,153.530000237029340554
0xd03127763e3036790ce32e5814e2741dbf38da38,1.144621259477924552,0.394553511185732651,5130.635704081347688066
0xe9f51767d007b64f2e8f79599fa0cc280bbc69ee,0.000632157366250278,0.000348872467842747,2.09873318199902834
0x31d0d0f44e2891868bb1fd54b20e8c5d6a5b99ea,0.005922090825164344,0.018269733318741569,20.50361569896543373
0x835c3bde8ecdb1e84819512761671fef0b07edd0,0.189535215272106776,0.047423292433261298,275.228129184814578285
0x96b258360501863ad18567fceb41ec3e504f0690,0.004783975172349553,0.004294383910069409,182.067595286232193256
0x19dd9425fc3bff996d0eb3f21afb457c467d1882,0.174574965576095453,0.000909891839519524,12.265864153299251307
0x9f672b8c7ff470475515688032c749e874bc72f3,0.001145637187469894,0.000137210248894403,73.894046797629819966
0xf947b0f14f4c47ab4d870ef4ac4b8d5d2998b55f,0.001521281553504065,0.001090510158229557,5.528760192573224835
0xaa64c7255cf42f00a23f821114ea51a50a8983ea,0.000679759515867615,0.000043869301142662,0.1133
0xa47cbafd56b61188dce9cdd9a9ec7f248f944cc1,0.04096284183169192,0.029573794864272255,2251.007821624627847064
0x2d8d70751175c50a2d00297fc4c02a8c93b64ccf,0.00244883946815627,0.001743740500632398,6.420234030483623851
0x64ec739952f26796e6483effa5bc71bbc28358e0,0.010493622075609942,0.005214496146664711,554.559203011455676163
0x123901a6e8119670c66014ff85e8eb1dca7a083b,0.001682330006187592,0.000001543621223054,56.420562529757153698
0x408302ff8f45787b2a92b0915d7c9d71277f606c,0.001898725787490196,0.034599725301168822,0.0
